6,rrrrGGggrrrrGGgg,rrrryyyyrrrryyyy,GGggrrrrGGggrrrr,yyggrrrryyggrrrr,rrGGrrrrrrGGrrrr,rryyrrrrrryyrrrr,25,3,90,3,25,3,470172,static,46,0,698.46,462.46
6,GGgggrrrrrGGGggrrrrr,yygggrrrrryyyggrrrrr,rrGGGrrrrrrrrGGrrrrr,rryyyrrrrrrrryyrrrrr,rrrrrGGgggrrrrrGGGgg,rrrrryyyyyrrrrryyyyy,30,3,28,3,90,3,470173,static,9,0,490.64,660.04
4,rrrrrGGggrrrrrGGgg,rrrrryyyyrrrrryyyy,GGGggrrrrGGGggrrrr,yyyyyrrrryyyyyrrrr,25,3,42,3,94260214,static,60,0,871.76,291.71
4,GGgrrrGgg,yyyrrryyy,rrrGGGrrr,rrryyyrrr,56,3,61,3,cluster_249578857_94267505,static,60,0,371.03,777.32
6.98
